name	*name	szFlavorText	compactsave	version	level	levelreq	rarity	spawnable	speed	nodurability	cost	gamble cost	auto prefix	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	special	Transmogrify	TMogType	TMogMin	TMogMax	useable	throwable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	normcode	ubercode	ultracode	PermStoreItem	multibuy	Nameable	*eol
The Inventor Card	The Inventor Card		0	100	1	0	1	1	0	1	99999			fa63	fa63	fa63	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca63Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa63						0
Orb of Horizons	Orb of Horizons		0	100	1	0	1	1	0	1	200000			oroh	oroh	oroh	16	1	1	0	0	0	flpnorb2	invoroh			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	orohDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			oroh						0
Eternal Orb Imprint	Eternal Orb Imprint		0	100	1	0	1	1	0	1	99999			etri	etri	etri	16	1	1	0	0	0	flpnorb2	invetri			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	etriDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			etri						0
Essence of Abrasion	Essence of Abrasion		0	100	1	0	1	1	0	1	99999			es01	es01	es01	16	1	1	0	0	0	flpnorb	inves01			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es01Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es01						0
Greater Essence of Abrasion	Greater Essence of Abrasion		0	100	1	0	1	1	0	1	99999			es02	es02	es02	16	1	1	0	0	0	flpnorb	inves02			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es02Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es02						0
Perfect Essence of Abrasion	Perfect Essence of Abrasion		0	100	1	0	1	1	0	1	99999			es03	es03	es03	16	1	1	0	0	0	flpnorb	inves03			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es03Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es03						0
Essence of Alacrity	Essence of Alacrity		0	100	1	0	1	1	0	1	99999			es04	es04	es04	16	1	1	0	0	0	flpnorb	inves04			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es04Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es04						0
Greater Essence of Alacrity	Greater Essence of Alacrity		0	100	1	0	1	1	0	1	99999			es05	es05	es05	16	1	1	0	0	0	flpnorb	inves05			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es05Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es05						0
Perfect Essence of Alacrity	Perfect Essence of Alacrity		0	100	1	0	1	1	0	1	99999			es06	es06	es06	16	1	1	0	0	0	flpnorb	inves06			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es06Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es06						0
Essence of Antitoxin	Essence of Antitoxin		0	100	1	0	1	1	0	1	99999			es07	es07	es07	16	1	1	0	0	0	flpnorb	inves07			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es07Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es07						0
Greater Essence of Antitoxin	Greater Essence of Antitoxin		0	100	1	0	1	1	0	1	99999			es08	es08	es08	16	1	1	0	0	0	flpnorb	inves08			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es08Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es08						0
Perfect Essence of Antitoxin	Perfect Essence of Antitoxin		0	100	1	0	1	1	0	1	99999			es09	es09	es09	16	1	1	0	0	0	flpnorb	inves09			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es09Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es09						0
Essence of Battle	Essence of Battle		0	100	1	0	1	1	0	1	99999			es10	es10	es10	16	1	1	0	0	0	flpnorb	inves10			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es10Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es10						0
Greater Essence of Battle	Greater Essence of Battle		0	100	1	0	1	1	0	1	99999			es11	es11	es11	16	1	1	0	0	0	flpnorb	inves11			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es11Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es11						0
Perfect Essence of Battle	Perfect Essence of Battle		0	100	1	0	1	1	0	1	99999			es12	es12	es12	16	1	1	0	0	0	flpnorb	inves12			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es12Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es12						0
Essence of Electricity	Essence of Electricity		0	100	1	0	1	1	0	1	99999			es13	es13	es13	16	1	1	0	0	0	flpnorb	inves13			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es13Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es13						0
Greater Essence of Electricity	Greater Essence of Electricity		0	100	1	0	1	1	0	1	99999			es14	es14	es14	16	1	1	0	0	0	flpnorb	inves14			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es14Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es14						0
Perfect Essence of Electricity	Perfect Essence of Electricity		0	100	1	0	1	1	0	1	99999			es15	es15	es15	16	1	1	0	0	0	flpnorb	inves15			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es15Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es15						0
Essence of Enhancement	Essence of Enhancement		0	100	1	0	1	1	0	1	99999			es16	es16	es16	16	1	1	0	0	0	flpnorb	inves16			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es16Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es16						0
Greater Essence of Enhancement	Greater Essence of Enhancement		0	100	1	0	1	1	0	1	99999			es17	es17	es17	16	1	1	0	0	0	flpnorb	inves17			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es17Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es17						0
Perfect Essence of Enhancement	Perfect Essence of Enhancement		0	100	1	0	1	1	0	1	99999			es18	es18	es18	16	1	1	0	0	0	flpnorb	inves18			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es18Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es18						0
Essence of Flames	Essence of Flames		0	100	1	0	1	1	0	1	99999			es19	es19	es19	16	1	1	0	0	0	flpnorb	inves19			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es19Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es19						0
Greater Essence of Flames	Greater Essence of Flames		0	100	1	0	1	1	0	1	99999			es20	es20	es20	16	1	1	0	0	0	flpnorb	inves20			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es20Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es20						0
Perfect Essence of Flames	Perfect Essence of Flames		0	100	1	0	1	1	0	1	99999			es21	es21	es21	16	1	1	0	0	0	flpnorb	inves21			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es21Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es21						0
Essence of Grounding	Essence of Grounding		0	100	1	0	1	1	0	1	99999			es22	es22	es22	16	1	1	0	0	0	flpnorb	inves22			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es22Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es22						0
Greater Essence of Grounding	Greater Essence of Grounding		0	100	1	0	1	1	0	1	99999			es23	es23	es23	16	1	1	0	0	0	flpnorb	inves23			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es23Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es23						0
Perfect Essence of Grounding	Perfect Essence of Grounding		0	100	1	0	1	1	0	1	99999			es24	es24	es24	16	1	1	0	0	0	flpnorb	inves24			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es24Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es24						0
Essence of Haste	Essence of Haste		0	100	1	0	1	1	0	1	99999			es25	es25	es25	16	1	1	0	0	0	flpnorb	inves25			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es25Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es25						0
Greater Essence of Haste	Greater Essence of Haste		0	100	1	0	1	1	0	1	99999			es26	es26	es26	16	1	1	0	0	0	flpnorb	inves26			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es26Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es26						0
Perfect Essence of Haste	Perfect Essence of Haste		0	100	1	0	1	1	0	1	99999			es27	es27	es27	16	1	1	0	0	0	flpnorb	inves27			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es27Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es27						0
Essence of Ice	Essence of Ice		0	100	1	0	1	1	0	1	99999			es28	es28	es28	16	1	1	0	0	0	flpnorb	inves28			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es28Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es28						0
Greater Essence of Ice	Greater Essence of Ice		0	100	1	0	1	1	0	1	99999			es29	es29	es29	16	1	1	0	0	0	flpnorb	inves29			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es29Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es29						0
Perfect Essence of Ice	Perfect Essence of Ice		0	100	1	0	1	1	0	1	99999			es30	es30	es30	16	1	1	0	0	0	flpnorb	inves30			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es30Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es30						0
Essence of Insanity	Essence of Insanity		0	100	1	0	1	1	0	1	99999			es31	es31	es31	16	1	1	0	0	0	flpnorb	inves31			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es31Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es31						0
Essence of Insulation	Essence of Insulation		0	100	1	0	1	1	0	1	99999			es32	es32	es32	16	1	1	0	0	0	flpnorb	inves32			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es32Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es32						0
Greater Essence of Insulation	Greater Essence of Insulation		0	100	1	0	1	1	0	1	99999			es33	es33	es33	16	1	1	0	0	0	flpnorb	inves33			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es33Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es33						0
Perfect Essence of Insulation	Perfect Essence of Insulation		0	100	1	0	1	1	0	1	99999			es34	es34	es34	16	1	1	0	0	0	flpnorb	inves34			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es34Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es34						0
Essence of Rage	Essence of Rage		0	100	1	0	1	1	0	1	99999			es35	es35	es35	16	1	1	0	0	0	flpnorb	inves35			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es35Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es35						0
Greater Essence of Rage	Greater Essence of Rage		0	100	1	0	1	1	0	1	99999			es36	es36	es36	16	1	1	0	0	0	flpnorb	inves36			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es36Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es36						0
Perfect Essence of Rage	Perfect Essence of Rage		0	100	1	0	1	1	0	1	99999			es37	es37	es37	16	1	1	0	0	0	flpnorb	inves37			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es37Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es37						0
Essence of Scorn	Essence of Scorn		0	100	1	0	1	1	0	1	99999			es38	es38	es38	16	1	1	0	0	0	flpnorb	inves38			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es38Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es38						0
Greater Essence of Scorn	Greater Essence of Scorn		0	100	1	0	1	1	0	1	99999			es39	es39	es39	16	1	1	0	0	0	flpnorb	inves39			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es39Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es39						0
Perfect Essence of Scorn	Perfect Essence of Scorn		0	100	1	0	1	1	0	1	99999			es40	es40	es40	16	1	1	0	0	0	flpnorb	inves40			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es40Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es40						0
Essence of Seeking	Essence of Seeking		0	100	1	0	1	1	0	1	99999			es41	es41	es41	16	1	1	0	0	0	flpnorb	inves41			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es41Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es41						0
Greater Essence of Seeking	Greater Essence of Seeking		0	100	1	0	1	1	0	1	99999			es42	es42	es42	16	1	1	0	0	0	flpnorb	inves42			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es42Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es42						0
Perfect Essence of Seeking	Perfect Essence of Seeking		0	100	1	0	1	1	0	1	99999			es43	es43	es43	16	1	1	0	0	0	flpnorb	inves43			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es43Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es43						0
Essence of Sorcery	Essence of Sorcery		0	100	1	0	1	1	0	1	99999			es44	es44	es44	16	1	1	0	0	0	flpnorb	inves44			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es44Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es44						0
Greater Essence of Sorcery	Greater Essence of Sorcery		0	100	1	0	1	1	0	1	99999			es45	es45	es45	16	1	1	0	0	0	flpnorb	inves45			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es45Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es45						0
Perfect Essence of Sorcery	Perfect Essence of Sorcery		0	100	1	0	1	1	0	1	99999			es46	es46	es46	16	1	1	0	0	0	flpnorb	inves46			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es46Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es46						0
Essence of Spite	Essence of Spite		0	100	1	0	1	1	0	1	99999			es47	es47	es47	16	1	1	0	0	0	flpnorb	inves47			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es47Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es47						0
Greater Essence of Spite	Greater Essence of Spite		0	100	1	0	1	1	0	1	99999			es48	es48	es48	16	1	1	0	0	0	flpnorb	inves48			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es48Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es48						0
Perfect Essence of Spite	Perfect Essence of Spite		0	100	1	0	1	1	0	1	99999			es49	es49	es49	16	1	1	0	0	0	flpnorb	inves49			0	xxx			0	0	esns		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	es49Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			es49						0
